function	occ	token	site	via	code	disposition	reason
extract_frame_batch	1	cli_abort	ffmpeg.R:3408	extract_frame_batch	cli::cli_abort("{.arg jobs} must be a data frame with one row per frame.")	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
extract_frame_batch	2	cli_abort	ffmpeg.R:3411	extract_frame_batch	cli::cli_abort("{.arg jobs} must have at least one row.")	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
extract_frame_batch	3	cli_abort	ffmpeg.R:3414	extract_frame_batch	cli::cli_abort(c(	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
extract_frame_batch	4	check_string	ffmpeg.R:3419	extract_frame_batch	rlang::check_string(format)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
extract_frame_batch	5	cli_abort	ffmpeg.R:3426	extract_frame_batch	cli::cli_abort(c(	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
extract_frame_batch	6	cli_abort	ffmpeg.R:3436	extract_frame_batch	cli::cli_abort("The {.field timestamp} column of {.arg jobs} must be numeric or 	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
extract_frame_batch	7	cli_abort	ffmpeg.R:3439	extract_frame_batch	cli::cli_abort("The {.field timestamp} column of {.arg jobs} must not contain {.	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
extract_frame_batch	8	check_batch_cell	ffmpeg.R:3444	extract_frame_batch	check_batch_cell(which(!is.finite(jobs$timestamp))[1], cli::cli_abort(	swept	per-row sweep wrapper: the row-index pass is the mutable site (AC4)
extract_frame_batch	9	cli_abort	ffmpeg.R:3444	extract_frame_batch	check_batch_cell(which(!is.finite(jobs$timestamp))[1], cli::cli_abort(	swept-inner	checker call inside a check_batch_cell() wrapper; the wrapper row is the mutable site
extract_frame_batch	10	cli_abort	ffmpeg.R:3450	extract_frame_batch	cli::cli_abort("The {.field frame} column of {.arg jobs} must be numeric.")	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
extract_frame_batch	11	cli_abort	ffmpeg.R:3453	extract_frame_batch	cli::cli_abort("The {.field frame} column of {.arg jobs} must not contain {.val 	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
extract_frame_batch	12	check_batch_cell	ffmpeg.R:3458	extract_frame_batch	check_batch_cell(which(jobs$frame %% 1 != 0)[1], cli::cli_abort(	swept	per-row sweep wrapper: the row-index pass is the mutable site (AC4)
extract_frame_batch	13	cli_abort	ffmpeg.R:3458	extract_frame_batch	check_batch_cell(which(jobs$frame %% 1 != 0)[1], cli::cli_abort(	swept-inner	checker call inside a check_batch_cell() wrapper; the wrapper row is the mutable site
extract_frame_batch	14	check_batch_inputs	ffmpeg.R:3477	extract_frame_batch	check_batch_inputs(jobs)	excluded-path	input/output path guard: the path is its own locator (M62/M63 family)
ffm_groups	1	check_ffm	ffm.R:1193	normalize_audio_batch	check_ffm(object)	excluded-internal	internal helper not refusing a jobs cell
ffm_groups	2	cli_abort	ffm.R:1200	normalize_audio_batch	cli::cli_abort(c(	excluded-internal	internal helper not refusing a jobs cell
ffm_groups	3	cli_abort	ffm.R:1208	normalize_audio_batch	cli::cli_abort(c(	excluded-internal	internal helper not refusing a jobs cell
ffm_groups	4	cli_abort	ffm.R:1219	normalize_audio_batch	cli::cli_abort(c(	excluded-internal	internal helper not refusing a jobs cell
ffm_groups	5	cli_abort	ffm.R:1230	normalize_audio_batch	cli::cli_abort(c(	excluded-internal	internal helper not refusing a jobs cell
ffmpeg	1	check_string	ffmpeg.R:21	anonymize_video_batch,compare_videos_batch,crop_video_batch,format_for_web_batch,picture_in_picture_batch,segment_video_batch,separate_audio_video_batch,standardize_video_batch	rlang::check_string(command)	excluded-internal	internal helper not refusing a jobs cell
ffmpeg_encoders	1	check_bool	ffmpeg.R:2415	anonymize_video_batch,compare_videos_batch,crop_video_batch,format_for_web_batch,picture_in_picture_batch,segment_video_batch,separate_audio_video_batch,standardize_video_batch	rlang::check_bool(sort_by_type)	excluded-probe	machine/dependency probe, not a jobs-cell refusal (D035/D036 family)
find_program	1	arg_match	program_management.R:21	normalize_audio_batch	program <- rlang::arg_match(program)	excluded-probe	machine/dependency probe, not a jobs-cell refusal (D035/D036 family)
format_for_web_batch	1	check_batch_jobs	ffmpeg.R:5388	format_for_web_batch	jobs <- check_batch_jobs(jobs, require_output = FALSE)	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
format_for_web_batch	2	arg_match	ffmpeg.R:5389	format_for_web_batch	hardware <- rlang::arg_match(hardware)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
format_for_web_batch	3	check_batch_audio_col	ffmpeg.R:5392	format_for_web_batch	check_batch_audio_col(jobs, "audio_stream",	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
format_for_web_batch	4	check_number_whole	ffmpeg.R:5398	format_for_web_batch	rlang::check_number_whole(audio_stream, min = 0, allow_null = TRUE)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
format_for_web_batch	5	check_batch_inputs	ffmpeg.R:5408	format_for_web_batch	check_batch_inputs(jobs)	excluded-path	input/output path guard: the path is its own locator (M62/M63 family)
format_for_web_batch	6	check_nvenc_available	ffmpeg.R:5419	format_for_web_batch	check_nvenc_available("libx264", hardware, fallback)	excluded-probe	machine/dependency probe, not a jobs-cell refusal (D035/D036 family)
normalize_audio_batch	1	check_bool	ffmpeg.R:4262	normalize_audio_batch	rlang::check_bool(two_pass)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
normalize_audio_batch	2	cli_abort	ffmpeg.R:4264	normalize_audio_batch	cli::cli_abort("{.arg jobs} must be a data frame with one row per input.")	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
normalize_audio_batch	3	cli_abort	ffmpeg.R:4267	normalize_audio_batch	cli::cli_abort("{.arg jobs} must have at least one row.")	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
normalize_audio_batch	4	cli_abort	ffmpeg.R:4270	normalize_audio_batch	cli::cli_abort(c(	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
normalize_audio_batch	5	cli_abort	ffmpeg.R:4289	normalize_audio_batch	cli::cli_abort("The {.field {col}} column of {.arg jobs} must be numeric.")	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
normalize_audio_batch	6	cli_abort	ffmpeg.R:4292	normalize_audio_batch	cli::cli_abort("The {.field {col}} column of {.arg jobs} must not contain {.val 	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
normalize_audio_batch	7	check_batch_codec_col	ffmpeg.R:4299	normalize_audio_batch	check_batch_codec_col(jobs, "audio_codec")	swept-helper	swept via the shared helper's per-cell loop (locator added inside the helper)
normalize_audio_batch	8	check_audio_codec_not_copy	ffmpeg.R:4300	normalize_audio_batch	check_audio_codec_not_copy(audio_codec)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
normalize_audio_batch	9	check_batch_cell	ffmpeg.R:4302	normalize_audio_batch	check_batch_cell(which(jobs$audio_codec == "copy")[1],	swept	per-row sweep wrapper: the row-index pass is the mutable site (AC4)
normalize_audio_batch	10	check_audio_codec_not_copy	ffmpeg.R:4303	normalize_audio_batch	check_audio_codec_not_copy(jobs$audio_codec))	swept-inner	checker call inside a check_batch_cell() wrapper; the wrapper row is the mutable site
normalize_audio_batch	11	check_batch_audio_col	ffmpeg.R:4309	normalize_audio_batch	check_batch_audio_col(jobs, "audio_stream",	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
normalize_audio_batch	12	check_batch_stream_values	ffmpeg.R:4315	normalize_audio_batch	check_batch_stream_values(jobs, "audio_stream")	already-located	already names rows (check_batch_stream_values / assemble_measured, M45 F4)
normalize_audio_batch	13	check_number_whole	ffmpeg.R:4320	normalize_audio_batch	rlang::check_number_whole(audio_stream, min = 0, allow_null = TRUE)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
normalize_audio_batch	14	cli_abort	ffmpeg.R:4328	normalize_audio_batch	cli::cli_abort(c(	excluded-path	input/output path guard: the path is its own locator (M62/M63 family)
normalize_audio_batch	15	check_batch_inputs	ffmpeg.R:4340	normalize_audio_batch	check_batch_inputs(jobs)	excluded-path	input/output path guard: the path is its own locator (M62/M63 family)
normalize_audio_batch	16	check_batch_cell	ffmpeg.R:4355	normalize_audio_batch	check_batch_cell(	swept	per-row sweep wrapper: the row-index pass is the mutable site (AC4)
normalize_audio_batch	17	check_loudnorm_targets	ffmpeg.R:4357	normalize_audio_batch	check_loudnorm_targets(target_rows[[i]], peak_rows[[i]], range_rows[[i]])	swept-inner	checker call inside a check_batch_cell() wrapper; the wrapper row is the mutable site
normalize_audio_batch	18	check_number_whole	ffmpeg.R:4372	normalize_audio_batch	rlang::check_number_whole(channels, min = 1, allow_null = TRUE)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
normalize_audio_batch	19	check_number_whole	ffmpeg.R:4373	normalize_audio_batch	rlang::check_number_whole(sample_rate, min = 1, allow_null = TRUE)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
normalize_audio_batch	20	check_token	ffmpeg.R:4377	normalize_audio_batch	if (!is.null(audio_codec)) check_token(audio_codec)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
normalize_audio_batch	21	check_batch_cell	ffmpeg.R:4380	normalize_audio_batch	check_batch_cell(i, check_token(jobs$audio_codec[[i]]))	excluded-backstop	two-pass token wrapper shadowed by check_batch_codec_col()'s earlier locator loop (same predicate, same rows): unreachable at the front door, kept as the deliberate M65 backstop; measured by the M66 harness -- its mutation reds nothing
normalize_audio_batch	22	check_token	ffmpeg.R:4380	normalize_audio_batch	check_batch_cell(i, check_token(jobs$audio_codec[[i]]))	swept-inner	checker call inside a check_batch_cell() wrapper; the wrapper row is the mutable site
normalize_audio_batch	23	check_batch_cell	ffmpeg.R:4385	normalize_audio_batch	check_batch_cell(	swept	per-row sweep wrapper: the row-index pass is the mutable site (AC4)
normalize_audio_batch	24	cli_abort	ffmpeg.R:4387	normalize_audio_batch	cli::cli_abort(	swept-inner	checker call inside a check_batch_cell() wrapper; the wrapper row is the mutable site
normalize_audio_batch	25	check_token	ffmpeg.R:4469	normalize_audio_batch	check_token(audio_codec, allow_null = TRUE)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
normalize_audio_pipeline	1	check_number_whole	ffmpeg.R:2240	normalize_audio_batch	rlang::check_number_whole(channels, min = 1, allow_null = TRUE)	excluded-backstop	pipeline/builder backstop re-check: the front-door sweep reports first (M65/D042)
normalize_audio_pipeline	2	check_number_whole	ffmpeg.R:2241	normalize_audio_batch	rlang::check_number_whole(sample_rate, min = 1, allow_null = TRUE)	excluded-backstop	pipeline/builder backstop re-check: the front-door sweep reports first (M65/D042)
normalize_audio_pipeline	3	check_audio_codec_not_copy	ffmpeg.R:2242	normalize_audio_batch	check_audio_codec_not_copy(audio_codec)	excluded-backstop	pipeline/builder backstop re-check: the front-door sweep reports first (M65/D042)
nvenc_encoder	1	arg_match	ffmpeg.R:2513	anonymize_video_batch,compare_videos_batch,crop_video_batch,format_for_web_batch,picture_in_picture_batch,segment_video_batch,separate_audio_video_batch,standardize_video_batch	codec <- rlang::arg_match(codec)	excluded-probe	machine/dependency probe, not a jobs-cell refusal (D035/D036 family)
pad_integers	1	cli_abort	utils.R:18	extract_frame_batch,segment_video_batch	cli::cli_abort("{.arg x} must be a vector of integerish values.")	excluded-internal	internal helper not refusing a jobs cell
pad_integers	2	check_number_whole	utils.R:20	extract_frame_batch,segment_video_batch	if (!is.null(width)) rlang::check_number_whole(width)	excluded-internal	internal helper not refusing a jobs cell
pad_integers	3	check_string	utils.R:21	extract_frame_batch,segment_video_batch	rlang::check_string(flag)	excluded-internal	internal helper not refusing a jobs cell
picture_in_picture_batch	1	check_number_decimal	ffmpeg.R:6502	picture_in_picture_batch	rlang::check_number_decimal(scale)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
picture_in_picture_batch	2	check_token	ffmpeg.R:6503	picture_in_picture_batch	check_token(video_codec, allow_null = TRUE)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
picture_in_picture_batch	3	check_token	ffmpeg.R:6504	picture_in_picture_batch	check_token(audio_codec, allow_null = TRUE)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
picture_in_picture_batch	4	arg_match	ffmpeg.R:6505	picture_in_picture_batch	hardware <- rlang::arg_match(hardware)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
picture_in_picture_batch	5	cli_abort	ffmpeg.R:6511	picture_in_picture_batch	cli::cli_abort("{.arg jobs} must be a data frame with one row per output.")	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
picture_in_picture_batch	6	cli_abort	ffmpeg.R:6514	picture_in_picture_batch	cli::cli_abort("{.arg jobs} must have at least one row.")	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
picture_in_picture_batch	7	cli_abort	ffmpeg.R:6519	picture_in_picture_batch	cli::cli_abort(c(	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
picture_in_picture_batch	8	cli_abort	ffmpeg.R:6527	picture_in_picture_batch	cli::cli_abort("The {.field {col}} column of {.arg jobs} must not contain {.val 	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
picture_in_picture_batch	9	check_batch_string_col	ffmpeg.R:6535	picture_in_picture_batch	check_batch_string_col(jobs, "position")	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
picture_in_picture_batch	10	cli_abort	ffmpeg.R:6538	picture_in_picture_batch	cli::cli_abort("The {.field {col}} column of {.arg jobs} must be numeric (no {.v	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
picture_in_picture_batch	11	check_batch_audio_col	ffmpeg.R:6541	picture_in_picture_batch	check_batch_audio_col(jobs)	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
picture_in_picture_batch	12	check_batch_codec_col	ffmpeg.R:6542	picture_in_picture_batch	check_batch_codec_col(jobs)	swept-helper	swept via the shared helper's per-cell loop (locator added inside the helper)
picture_in_picture_batch	13	check_batch_codec_col	ffmpeg.R:6543	picture_in_picture_batch	check_batch_codec_col(jobs, "audio_codec")	swept-helper	swept via the shared helper's per-cell loop (locator added inside the helper)
picture_in_picture_batch	14	check_batch_inputs	ffmpeg.R:6550	picture_in_picture_batch	check_batch_inputs(jobs, c("main", "overlay"))	excluded-path	input/output path guard: the path is its own locator (M62/M63 family)
picture_in_picture_batch	15	check_batch_cell	ffmpeg.R:6567	picture_in_picture_batch	check_batch_cell(	swept	per-row sweep wrapper: the row-index pass is the mutable site (AC4)
picture_in_picture_batch	16	check_audio_codec_needs_audio	ffmpeg.R:6569	picture_in_picture_batch	check_audio_codec_needs_audio(	swept-inner	checker call inside a check_batch_cell() wrapper; the wrapper row is the mutable site
picture_in_picture_batch	17	check_vocab_arg	ffmpeg.R:6584	picture_in_picture_batch	position <- check_vocab_arg(position, pip_positions(), "position")	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
picture_in_picture_batch	18	check_batch_vocab_col	ffmpeg.R:6591	picture_in_picture_batch	check_batch_vocab_col(jobs, "position", position, pip_positions())	swept-helper	swept via the shared helper's per-cell loop (locator added inside the helper)
picture_in_picture_batch	19	check_number_whole	ffmpeg.R:6599	picture_in_picture_batch	rlang::check_number_whole(margin, min = 0)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
picture_in_picture_batch	20	check_batch_cell	ffmpeg.R:6602	picture_in_picture_batch	check_batch_cell(if ("margin" %in% names(jobs)) i else NA_integer_,	swept	per-row sweep wrapper: the row-index pass is the mutable site (AC4)
picture_in_picture_batch	21	check_number_whole	ffmpeg.R:6603	picture_in_picture_batch	rlang::check_number_whole(margin_rows[[i]], min = 0,	swept-inner	checker call inside a check_batch_cell() wrapper; the wrapper row is the mutable site
picture_in_picture_batch	22	check_number_whole	ffmpeg.R:6613	picture_in_picture_batch	rlang::check_number_whole(audio, min = 0, max = 1, allow_null = TRUE)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
picture_in_picture_batch	23	check_batch_cell	ffmpeg.R:6617	picture_in_picture_batch	check_batch_cell(if ("audio" %in% names(jobs)) i else NA_integer_,	swept	per-row sweep wrapper: the row-index pass is the mutable site (AC4)
picture_in_picture_batch	24	check_number_whole	ffmpeg.R:6618	picture_in_picture_batch	rlang::check_number_whole(pip_audio_rows[[i]], min = 0,	swept-inner	checker call inside a check_batch_cell() wrapper; the wrapper row is the mutable site
picture_in_picture_batch	25	check_batch_cell	ffmpeg.R:6632	picture_in_picture_batch	check_batch_cell(if ("scale" %in% names(jobs)) i else NA_integer_,	swept	per-row sweep wrapper: the row-index pass is the mutable site (AC4)
picture_in_picture_batch	26	check_overlay_scale	ffmpeg.R:6633	picture_in_picture_batch	check_overlay_scale(scale_rows[[i]]))	swept-inner	checker call inside a check_batch_cell() wrapper; the wrapper row is the mutable site
picture_in_picture_batch	27	check_nvenc_available	ffmpeg.R:6641	picture_in_picture_batch	check_nvenc_available(batch_video_codecs(jobs, video_codec), hardware,	excluded-probe	machine/dependency probe, not a jobs-cell refusal (D035/D036 family)
reject_duplicate_outputs	1	cli_abort	ffmpeg.R:4590	compare_videos_batch,concatenate_videos_batch,convert_audio_batch,crop_video_batch,extract_audio_batch,format_for_web_batch,picture_in_picture_batch,separate_audio_video_batch	cli::cli_abort(c(	excluded-path	input/output path guard: the path is its own locator (M62/M63 family)
resolve_sample_fps	1	cli_abort	ffmpeg.R:177	sample_frames_batch	cli::cli_abort("Provide exactly one of {.arg fps} or {.arg interval}.",	swept	swept via sample_frames_batch's front-door loop (ffmpeg.R:3659-3661): locator attaches there, wording unchanged
resolve_sample_fps	2	cli_abort	ffmpeg.R:183	sample_frames_batch	cli::cli_abort(	swept	swept via sample_frames_batch's front-door loop (ffmpeg.R:3659-3661): locator attaches there, wording unchanged
resolve_sample_fps	3	cli_abort	ffmpeg.R:191	sample_frames_batch	cli::cli_abort("{.arg interval} must be a single positive number.",	swept	swept via sample_frames_batch's front-door loop (ffmpeg.R:3659-3661): locator attaches there, wording unchanged
run_loudnorm_analysis_batch	1	check_installed	loudnorm_two_pass.R:172	normalize_audio_batch	rlang::check_installed("furrr", reason = "for parallel batch processing.")	excluded-probe	machine/dependency probe, not a jobs-cell refusal (D035/D036 family)
run_program	1	cli_abort	program_management.R:112	normalize_audio_batch	cli::cli_abort("Could not locate {program}.", call = call)	excluded-probe	machine/dependency probe, not a jobs-cell refusal (D035/D036 family)
sample_frames_batch	1	cli_abort	ffmpeg.R:3576	sample_frames_batch	cli::cli_abort("{.arg jobs} must be a data frame with one row per input.")	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
sample_frames_batch	2	cli_abort	ffmpeg.R:3579	sample_frames_batch	cli::cli_abort("{.arg jobs} must have at least one row.")	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
sample_frames_batch	3	cli_abort	ffmpeg.R:3582	sample_frames_batch	cli::cli_abort(c(	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
sample_frames_batch	4	check_image_format	ffmpeg.R:3587	sample_frames_batch	format <- check_image_format(format)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
sample_frames_batch	5	cli_abort	ffmpeg.R:3597	sample_frames_batch	cli::cli_abort(c(	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
sample_frames_batch	6	cli_abort	ffmpeg.R:3610	sample_frames_batch	cli::cli_abort("The {.field fps} column of {.arg jobs} must be numeric or charac	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
sample_frames_batch	7	cli_abort	ffmpeg.R:3613	sample_frames_batch	cli::cli_abort("The {.field interval} column of {.arg jobs} must be numeric.")	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
sample_frames_batch	8	cli_abort	ffmpeg.R:3617	sample_frames_batch	cli::cli_abort("The {.field {col}} column of {.arg jobs} must not contain {.val 	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
sample_frames_batch	9	cli_abort	ffmpeg.R:3630	sample_frames_batch	cli::cli_abort("The {.field outdir} column of {.arg jobs} must be character (no 	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
sample_frames_batch	10	check_string	ffmpeg.R:3633	sample_frames_batch	rlang::check_string(outdir)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
sample_frames_batch	11	cli_abort	ffmpeg.R:3648	sample_frames_batch	cli::cli_abort(c(	excluded-path	input/output path guard: the path is its own locator (M62/M63 family)
sample_frames_batch	12	check_batch_inputs	ffmpeg.R:3658	sample_frames_batch	check_batch_inputs(jobs)	excluded-path	input/output path guard: the path is its own locator (M62/M63 family)
sample_frames_batch	13	check_batch_cell	ffmpeg.R:3674	sample_frames_batch	check_batch_cell(if (rate_cols) i else NA_integer_,	swept	per-row sweep wrapper: the row-index pass is the mutable site (AC4)
segment_video_batch	1	check_token	ffmpeg.R:3226	segment_video_batch	check_token(video_codec, allow_null = TRUE)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
segment_video_batch	2	check_token	ffmpeg.R:3227	segment_video_batch	check_token(audio_codec, allow_null = TRUE)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
segment_video_batch	3	arg_match	ffmpeg.R:3228	segment_video_batch	hardware <- rlang::arg_match(hardware)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
segment_video_batch	4	cli_abort	ffmpeg.R:3231	segment_video_batch	cli::cli_abort("{.arg jobs} must be a data frame with one row per segment.")	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
segment_video_batch	5	cli_abort	ffmpeg.R:3234	segment_video_batch	cli::cli_abort("{.arg jobs} must have at least one row.")	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
segment_video_batch	6	cli_abort	ffmpeg.R:3239	segment_video_batch	cli::cli_abort(c(	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
segment_video_batch	7	cli_abort	ffmpeg.R:3247	segment_video_batch	cli::cli_abort("The {.field start} column of {.arg jobs} must be numeric or char	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
segment_video_batch	8	cli_abort	ffmpeg.R:3250	segment_video_batch	cli::cli_abort("The {.field end} column of {.arg jobs} must be numeric or charac	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
segment_video_batch	9	cli_abort	ffmpeg.R:3254	segment_video_batch	cli::cli_abort(	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
segment_video_batch	10	check_batch_codec_col	ffmpeg.R:3258	segment_video_batch	check_batch_codec_col(jobs)	swept-helper	swept via the shared helper's per-cell loop (locator added inside the helper)
segment_video_batch	11	check_batch_codec_col	ffmpeg.R:3259	segment_video_batch	check_batch_codec_col(jobs, "audio_codec")	swept-helper	swept via the shared helper's per-cell loop (locator added inside the helper)
segment_video_batch	12	check_batch_audio_col	ffmpeg.R:3265	segment_video_batch	check_batch_audio_col(jobs, "audio_stream",	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
segment_video_batch	13	check_number_whole	ffmpeg.R:3275	segment_video_batch	rlang::check_number_whole(audio_stream, min = 0, allow_null = TRUE)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
segment_video_batch	14	check_bool	ffmpeg.R:3276	segment_video_batch	rlang::check_bool(reencode)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
segment_video_batch	15	check_batch_inputs	ffmpeg.R:3287	segment_video_batch	check_batch_inputs(jobs)	excluded-path	input/output path guard: the path is its own locator (M62/M63 family)
segment_video_batch	16	check_batch_cell	ffmpeg.R:3308	segment_video_batch	check_batch_cell(	swept	per-row sweep wrapper: the row-index pass is the mutable site (AC4)
segment_video_batch	17	check_codec_needs_reencode	ffmpeg.R:3310	segment_video_batch	check_codec_needs_reencode(reencode_rows[[i]], vcodec_rows[[i]], hardware)	swept-inner	checker call inside a check_batch_cell() wrapper; the wrapper row is the mutable site
segment_video_batch	18	check_batch_cell	ffmpeg.R:3312	segment_video_batch	check_batch_cell(	swept	per-row sweep wrapper: the row-index pass is the mutable site (AC4)
segment_video_batch	19	check_audio_codec_needs_reencode	ffmpeg.R:3314	segment_video_batch	check_audio_codec_needs_reencode(reencode_rows[[i]], acodec_rows[[i]])	swept-inner	checker call inside a check_batch_cell() wrapper; the wrapper row is the mutable site
segment_video_batch	20	check_nvenc_available	ffmpeg.R:3327	segment_video_batch	check_nvenc_available(batch_video_codecs(jobs, video_codec), hardware,	excluded-probe	machine/dependency probe, not a jobs-cell refusal (D035/D036 family)
separate_audio_video_batch	1	check_batch_jobs	ffmpeg.R:5547	separate_audio_video_batch	jobs <- check_batch_jobs(jobs, verb = "Audio/video separation")	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
separate_audio_video_batch	2	arg_match	ffmpeg.R:5551	separate_audio_video_batch	hardware <- rlang::arg_match(hardware)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
separate_audio_video_batch	3	check_bool	ffmpeg.R:5552	separate_audio_video_batch	rlang::check_bool(fallback)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
separate_audio_video_batch	4	cli_abort	ffmpeg.R:5559	separate_audio_video_batch	cli::cli_abort(c(	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
separate_audio_video_batch	5	cli_abort	ffmpeg.R:5567	separate_audio_video_batch	cli::cli_abort("The {.field {col}} column of {.arg jobs} must not contain {.val 	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
separate_audio_video_batch	6	cli_abort	ffmpeg.R:5582	separate_audio_video_batch	cli::cli_abort(c(	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
separate_audio_video_batch	7	cli_abort	ffmpeg.R:5601	separate_audio_video_batch	cli::cli_abort(c(	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
separate_audio_video_batch	8	check_token	ffmpeg.R:5615	separate_audio_video_batch	if (!is.null(audio_codec)) check_token(audio_codec)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
separate_audio_video_batch	9	check_token	ffmpeg.R:5616	separate_audio_video_batch	if (!is.null(video_codec)) check_token(video_codec)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
separate_audio_video_batch	10	check_batch_codec_col	ffmpeg.R:5621	separate_audio_video_batch	check_batch_codec_col(jobs, "audio_codec")	swept-helper	swept via the shared helper's per-cell loop (locator added inside the helper)
separate_audio_video_batch	11	check_batch_codec_col	ffmpeg.R:5622	separate_audio_video_batch	check_batch_codec_col(jobs, "video_codec")	swept-helper	swept via the shared helper's per-cell loop (locator added inside the helper)
separate_audio_video_batch	12	check_batch_audio_col	ffmpeg.R:5627	separate_audio_video_batch	check_batch_audio_col(jobs, "audio_stream",	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
separate_audio_video_batch	13	check_batch_stream_values	ffmpeg.R:5636	separate_audio_video_batch	check_batch_stream_values(jobs, "audio_stream")	already-located	already names rows (check_batch_stream_values / assemble_measured, M45 F4)
